Q_2_2_1_zone;Q_3_1_4_Scolarite;Q_3_3_2_temps_communautes;Q_3_4_2_activites_professionnelles;Q_4_1_2_1_qui_habite;Q_4_4_1_participer_eglise;Q_4_4_1_participer_au_groupe_jeunes;Q_4_4_1_participe_groupe_femmes;Q_4_4_1_participer_syndicat;Q_4_4_1_participer_a_la_cooperation;Q_4_4_1_participer_a_la_communaute_associative;Q_4_4_1_participer_au_football_de_club;Q_4_5_1_revenu_travail_exterieur;Q_5_1_2_type_culture;Q_5_3_2_cueillette_produits_forestiers;Q_6_1_2_emploi_main_doeuvre;Q_6_1_4_2_Insecticides_chimiques;Q_6_1_4_2_defensifs_naturels;Q_6_1_4_3_herbicide;Q_6_2_1_Produits_chimiques;Q_6_2_1_2_pourquoi_nutiliser_plus_de_produits_chimiques;Q_6_3_1_entendu_parler_agroecologie;Q_6_3_1_3_Pratiquedelagroecologie;Q_6_3_1_3_1_quelle_culture_agroecologie;Q_6_3_1_3_2_depuis_quand_pratique_agroecologie;Q_7_1_1_2_Produits_commerciaux;Q_7_1_1_2_produitprincipal;Q_7_1_1_2_3_forme_commercialisation;Q_7_1_1_3_certification;Q_7_2_1_revenu_agricole_bon_mois;Q_7_2_2_revenu_agricole_mois_difficile;Q_7_4_1_Principales_difficultes_de_production;Q_7_4_1_1_autres_difficultes_de_production;Q_7_4_2_principales_difficultes_de_la_commercialisation;Q_7_5_1_2_credit;Q_7_6_1_Technique_dassistance_a_la_visite;Q_7_6_2_Douviennentlestechniciens;Q_7_6_3_frequence_visites;Q_8_1_2_titredubien;Q_8_1_4_enregistrement_environnemental_CAR;Q_8_1_5_annee_CAR;Q_8_4_1_nouvelles_terres;Q_8_4_1_3_annee_acquisition;Q_8_5_1_evenementdeterrain;Q_8_5_1_5_annee_vendu;Q_8_5_2_refu_proposition_achat_refuse;Q_8_5_2_1_annee_proposition_achat;Q_8_5_3_campagne_ne_vend_pas_ta_terre;Q_9_1_1_2_abandondelaculture;Q_9_1_1_3_pourquoi_abandonner;Q_9_2_1_nouvelles_activites;Q_9_2_1_2_quelles_nouvelles_activites;Q_9_3_1_Changement_du_climat;Q_9_3_1_4_assechement_source;Q_9_3_1_5_Sourcesdeauassechees;Q_9_4_1_Changement_apres_soja;Q_9_4_1_2_quand_changements;Q_9_4_1_3_quand_changements_lies_soja;Q_9_4_1_4_changements_positifs_soja;Q_9_4_1_5_changements_negatifs_soja;Q_9_4_2_atteint_pour_la_pulverisation_des_pesticides;Q_9_4_2_3_commentaire_pesticides_impactant;Q_9_4_2_4_problemes_sante_lies_pulverisations;Q_9_5_1_enfants_veulent_continuer_leur_activite_agricole;Q_9_5_1_2_quel_futur_veulent_pour_les_enfants;Q_9_5_2_quel_futur_5_ans;Q_9_6_1_situation_communautaire_sante;Q_9_6_1_situation_communaute_education;Q_9_6_1_situation_communaute_production_agricole;Q_9_6_1_situation_communaute_route_transport;Q_9_6_1_situation_communaute_liens_sociaux;Q_9_6_1_situation_communaute_relations_autres_acteurs_dont_soja;Q_9_6_1_situation_communaute_pouvoirs_publics;Q_9_6_2_changements_15ans_sante;Q_9_6_2_changements_15ans_education;Q_9_6_2_changements_15ans_production_agricole;Q_9_6_2_changements_15ans_transport_route;Q_9_6_2_changements_15ans_liens_sociaux;Q_9_6_2_changements_15ans_acteurs_exterieurs;Q_9_6_2_changements_15ans_pouvoirs_publics;Q_9_6_3_situation_agricole_familiale;Q_9_6_3_situation_communaute_si_continue;Q_9_6_3_situation_soja_si_continue
M2Poteauaananas;Diplomed'etudessecondaires;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Artisanat";"Conjoint/partenaire/partenaire;Fils,fille";Leadership;Non;Non;Leadership;Leadership;Leadership;Non;Personnenetravailleendehorsdulotissement;"Fermeproductiveouarriere-cour;Autresplantationsseules(monoculture)";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparmois;Jamais;Touslesmois;;Jamaisutilise;;Oui;Oui;Chataigniersetarbresmaguey;25ans;Farine;Farine;Venteauxintermediaires;Non;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Ravageurs,maladies,insectes;manqued'assistancetechnique";;"Mauvaisetatdesroutes;Autres";Aucun;Oui;EMATER;Lorsquelebesoins'enfaitsentir;Titredefinitif(INCRAouITERPA);Oui,collectif;;Oui,jel'aifait;2014;oui;2014;Oui;2018;Oui;Macaxeira;Ilesttombemalade;Oui;Poivrenoir;Augmentationdelatemperature(pluschaud);Non;;Oui,jesaisqueçafaitmal;18ans;C'estcommeçadepuis15ans;Aucun;"Difficultesd'accesalaparcelleetblocagedesroutes;Degradationgeneraledel'environnement";Oui;Malaise(odeurforte,mauxdetete,vomissements);Autres;Oui;Poursuivrel'activiteagricole;"Jeveuxcontinuerarenforcerlesactivitesdulot;Autres";moyen;moyen;moyen;mauvais;bon;bon;mauvais;Amelioree;Amelioree;Amelioree;Lasituationaempire;Amelioree;C'estlamemechose;Lasituationaempire;Lasituationvaempirer;Ilnechangerapas;Lasituationvaempirer
B3S?oRaimundo;ecolesecondaireincomplete;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;Jevisseul;Non;Non;Non;Non;Non;Non;Participer;Personnenetravailleendehorsdulotissement;Plantation;Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparmois;1ou2foisparan;Jamais;Jamais;Jamaisutilise;;Non;;;;Farine;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Jusqu'a0,5salaireminimum;Aucun;;"Mauvaisetatdesroutes;Absencedetransportadequat;Autre";;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Non;;Non;;;Non;;Autres;Non;;Oui,jesaisqueçafaitmal;Depuisl'arrivee;Augmentationaucoursdes5dernieresannees;Aucun;Degradationdelaqualitedel'eau(iguarap?,puits);Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Vousnesavezpas;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;mauvais;mauvais;mauvais;bon;mauvais;Amelioree;C'estlamemechose;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Lasituationvaempirer;Ilserenforcera
S2DebutdeCuruáUna;Enseignementprimaireincomplet;Jesuisne(e)ici/j'aigrandiici/jesuisarrive(e)icipendantmonenfance(jusqu'al'agede18ans);Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Non;Non;Non;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;;1ou2foisparan;;Jamais;Utilisation;;Non;;;;CupuaçuetPupunha;CupuaçuetPupunha;Ventelorsd'unefoiremunicipale;Non;Plusde1a3salairesminimums;Rien;"Periodedesecheresse;solsfragiles/degradation;ravageurs,maladies,insectes;ressourcesfinancieres;manquedemain-d'œuvre";;"Difficulteaseconformerauxreglementationssanitaires;Difficulteanegocieraveclesintermediaires;Difficulteaseconformerauxreglementationssanitaires;Difficulteaseconformerauxreglementationssanitaires;Manqued'aidealacommercialisation";Aucun;Non;;;Transfere;Non;;Non;;oui;2018;Oui;2019;Oui;;;Oui;Urucum;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Oui;Igarape;Oui,jesaisqueçafaitmal;12ans;C'estcommeçadepuis15ans;Aucun;"Pertedeproduction;aggravationdelasantedelafamilleChangementclimatique;dommagesgenerauxal'environnement";Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Mauxdeteteconstants;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;mauvais;moyen;bon;moyen;bon;Lasituationaempire;Amelioree;Lasituationaempire;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;"Participeauxactivitesagricolesdelafamille;Retraite";Petit-fils/petite-fille;Leadership;Leadership;Non;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";Quelquesfoisparmois;Jamais;Jamais;1ou2foisparan;Utilisation;;Non;;;;Farine;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;"Periodedesecheresse;Ressourcesfinancieres;Manquedemain-d'œuvre;Manqued'assistancetechnique";;Autres;Credital'habitat;Non;;;Reçud'achat;Non;;Non;;non;;Non;;Non;Rizetharicots;Parcequ'ilnedonnepasplusdeproductionetquelesinsectesenvahissentlescultures.;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Oui;Bien;Oui,jesaisqueçafaitmal;Depuisl'arriveedusoja;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Degradationdelaqualitedel'eau(iguarap?,puits);DegradationdelasantedesfamillesChangementclimatique";Oui;Malaise(odeurforte,mauxdetete,vomissements);Mauxdeteteconstants;Oui;Poursuivrel'activiteagricole;"Jeveuxcontinuerarenforcerlesactivitesdulot;jevaiscontinuermaissansinvestirtropd'effortsoud'argent.";bon;mauvais;bon;mauvais;bon;bon;mauvais;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;Amelioree;C'estlamemechose;Lasituationaempire;Ilserenforcera;Lasituationvaempirer;Vousnesavezpas
B3S?oRaimundo;Terminerl'enseignementprimaire;De5a15ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";"Fruits(açaí,buriti,bacaba,piquia,etc.);Peche";Quelquesfoisparmois;1ou2foisparan;Jamais;Jamais;Utilisation;;Non;;;;Farine,Pupunha;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Jusqu'a0,5salaireminimum;"Solfaible/degradation;Ressourcesfinancieres;Manquedemain-d'œuvre";;"Mauvaisetatdesroutes;manquedetransportadequat";;Non;;;Reçud'achat;Non;;Non;;non;;Non;;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;1an;Augmentationaucoursdes5dernieresannees;Aucun;Aucun;Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Non;"Partiralarecherched'unemploienville;Alleral'universite";J'aimeraissortirenville;bon;bon;bon;moyen;moyen;moyen;bon;Amelioree;Amelioree;Amelioree;Lasituationaempire;Amelioree;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilserenforcera;Ilnechangerapas
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Non;Participer;Non;Non;Personnenetravailleendehorsdulotissement;"Roça;Sitioouarriere-courproductive;Autresplantationsseules(monoculture)";Jenecollectionnepas;Quelquesfoisparmois;Jamais;Jamais;1ou2foisparan;Utilisation;;Non;;;;Banane,Farine;Farine;Venteauxintermediaires;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;Manquedemain-d'œuvre;;Aucun;Fleurd'amazone;Non;;;Reçud'achat;Oui,individuel;2019;Non;;non;;Non;;Oui;;;Non;;;Non;;Oui,jesaisqueçafaitmal;10ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;dommagesgenerauxal'environnement";Non;;Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;bon;bon;bon;moyen;mauvais;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilserenforcera;Ilserenforcera
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Leadership;Non;Non;Participer;Leadership;Participer;Non;Jusqu'aunsalaireminimum;"Plantation;autresplantationsuniques(monoculture)";Jenecollectionnepas;Quelquesfoisparmois;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Bananes,manioc;Manioc;Venteauxintermediaires;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manquedemain-d'œuvre";;Difficultesd'accesauxmarches;PronafBAmazoniaFlorescer;Non;;;Titredefinitif(INCRAouITERPA);Non;;Non;;non;;Oui;2018;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Ilnepeutpasdire;;;Ilnepeutpasdire;Aucun;Oui;"Secheressedescultures;Ravageursenvahissantvoscultures";Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;moyen;mauvais;bon;bon;bon;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilnechangerapas;Ilnechangerapas
B3S?oRaimundo;Terminerl'enseignementprimaire;De5a15ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Leadership;Non;Non;Participer;Participer;Non;Non;Vousnesavezpas;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;Quelquesfoisparan;Jamais;Jamais;Jamais;Utilisation;;Non;;;;Banane,Farine;Farine;Venteauxintermediaires;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manquedemain-d'œuvre";;Difficultesd'accesauxmarches;;Non;;;Titredefinitif(INCRAouITERPA);Oui,collectif;;Non;;non;;Non;;Oui;;;Non;;"Augmentationdelatemperature(pluschaude);Augmentationdesprecipitations";Non;;Non;;;Aucun;Aucun;Non;;Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;moyen;moyen;moyen;bon;bon;moyen;Amelioree;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Vousnesavezpas;Lasituationvaempirer;Vousnesavezpas
B4StGeorge;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Participer;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;Plantation;"Fruits(açaí,buriti,bacaba,piquia,etc.);noix(babaçu,andiroba,patauá,castanha-do-pará,muru-muru,etc.)";Quelquesfoisparan;Jamais;Jamais;Jamais;Jamaisutilise;;Non;;;;Farine;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;Ravageurs,maladies,insectes;;Aucun;Fleurd'amazone;Non;;;Transfere;Non;;Non;;non;;Oui;2019;Oui;Cacahuetes;Solfaible;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Non;;;Ilnepeutpasdire;Aggravationdelasantedelafamille;Oui;Malaise(odeurforte,mauxdetete,vomissements);Iln'avaitpas;Non;Qu'ilspoursuiventdesetudessuperieures;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;bon;moyen;bon;bon;bon;moyen;Amelioree;Amelioree;Amelioree;Amelioree;Amelioree;C'estlamemechose;Lasituationaempire;Vousnesavezpas;Ilserenforcera;Ilserenforcera
B4StGeorge;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Leadership;Non;Participer;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;Plantation;Jenecollectionnepas;;Jamais;Jamais;Tousles2-3mois;Utilisation;;Non;;;;Farine;Farine;Venteauxintermediaires;Non;Plusde1a3salairesminimums;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manquedemain-d'œuvre";;Aucun;Fleurd'amazone;Non;;;Reçud'achat;Non;;Non;;non;;Non;;Oui;Paturagespourlebetail;Changementderegion;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Oui,jesaisqueçafaitmal;18ans;C'estcommeçadepuis15ans;Aucun;Dommagesgenerauxal'environnement;Non;;Iln'avaitpas;Vousnesavezpas;;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;moyen;mauvais;moyen;moyen;moyen;bon;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;Lasituationvaempirer;Ilserenforcera;Lasituationvaempirer
B4StGeorge;Enseignementsuperieuracheve;Plusde30ans;Fonctionnaire;"Conjoint/partenaire/partenaire;Petit-enfant/petits-enfants";Leadership;Non;Non;Non;Non;Non;Leadership;Personnenetravailleendehorsdulotissement;"Plantation;Paturage";Fruits(açaí,buriti,bacaba,piquia,etc.);;1ou2foisparan;Jamais;Jamais;Avant,maisplusmaintenant;Celan'apasfonctionne;Oui;Non;;;;;;Non;Entre0,5et1salaireminimum;Rien;"Solfaible/degradation;Ressourcesfinancieres;Manquedemain-d'œuvre";;Difficultesd'accesauxmarches;;Oui;Autres;Lorsquelebesoins'enfaitsentir;Titularisation;Oui,individuel;2017;Non;;non;;Oui;2019;Non;Rizetharicots;Solfaible;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;5ans;Augmentationaucoursdes5dernieresannees;Aucun;Pertedeproduction;Non;;Iln'avaitpas;Non;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;moyen;moyen;bon;bon;bon;Amelioree;Amelioree;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Ilserenforcera;Ilserenforcera;Ilnechangerapas
B4StGeorge;Enseignementprimaireincomplet;Entre15et30ans;"Participeauxactivitesagricolesdelafamille;Retraite";Conjoint/partenaire/partenaire;Non;Non;Non;Non;Non;Non;Non;Jusqu'aunsalaireminimum;"Plantation;Legumes;Fermeproductiveouarriere-cour";Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Chantierdeconstruction;47ans;;;;Non;Entre0,5et1salaireminimum;Entre0,5et1salaireminimum;"Solfaible/degradation;Ressourcesfinancieres;Manquedemain-d'œuvre";;"Difficultesd'accesauxmarches;manqued'assistancetechniquepourlacommercialisation";PronafB;Non;;;Titularisation;Oui,individuel;2018;Non;;non;;Oui;2018;Non;Parcequ'iln'yapasdesurfaceaplanter;Aucunezone;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Oui,jesaisqueçafaitmal;3ans;Augmentationaucoursdes5dernieresannees;Aucun;"Pertedeproduction;deteriorationdelasantedesfamilles;changementclimatique";Oui;"Assechementdescultures;invasionderavageurs;disparitiondelapollinisation(moinsdefruits).";Maladiepulmonairechronique(asthme,tuberculose,bronchite,pneumonie)Cancer;Non;Qu'ilspoursuiventdesetudessuperieures;;moyen;moyen;mauvais;moyen;moyen;mauvais;moyen;Lasituationaempire;Amelioree;Lasituationaempire;Lasituationaempire;C'estlamemechose;Lasituationaempire;Lasituationaempire;Vousnesavezpas;Ilserenforcera;Ilnechangerapas
B4StGeorge;Enseignementprimaireincomplet;Entre15et30ans;Participeauxactivitesagricolesdelafamille;Jevisseul;Participer;Non;Non;Non;Participer;Non;Non;Vousnesavezpas;"Roça;Sitioouarriere-courproductive;Autresplantationsseules(monoculture)";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);Quelquesfoisparmois;1ou2foisparan;Jamais;Jamais;Utilisation;;Non;;;;Fruitdelapassion,pimentetmandarine;Poivrenoir;Venteauxintermediaires;Non;Plusde3salairesminimums;Entre0,5et1salaireminimum;"Ressourcesfinancieres;manqued'assistancetechnique";;Manqued'assistancetechniquepourlacommercialisation;Autres;Non;;;Reçud'achat;Oui,individuel;2016;Non;;non;;Oui;2019;Non;Manioc;Prixbas;Oui;Fruitdelapassionetpiment;"Augmentationdelatemperature(pluschaude);Moinsd'humiditedansl'air(moinsdebrouillard);Augmentationdesprecipitations";Non;;Oui,jesaisqueçafaitmal;7ans;Elles'estdeveloppeeaucoursdesdixdernieresannees;Aucun;"Pertedeproduction;changementclimatique;dommagesgenerauxal'environnement";Oui;"Secheressedescultures;invasionderavageurs;mortdesabeilles;plusdepollinisation(moinsdefruits);malaise(forteodeur,mauxdetete,vomissements).";Iln'avaitpas;Vousnesavezpas;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;bon;bon;bon;bon;mauvais;moyen;C'estlamemechose;C'estlamemechose;Amelioree;C'estlamemechose;Amelioree;Lasituationaempire;C'estlamemechose;Ilserenforcera;Lasituationvaempirer;Ilserenforcera
B4StGeorge;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Conjoint/partenaire/partenaire;Participer;Non;Non;Non;Non;Non;Non;Personnenetravailleendehorsdulotissement;Plantation;Jenecollectionnepas;;1ou2foisparan;Jamais;Jamais;Utilisation;;Oui;Non;;;Farine,poivrenoir;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;"Ressourcesfinancieres;manquedemain-d'œuvre";;Difficultesd'accesauxmarches;;Non;;;Titredefinitif(INCRAouITERPA);Oui,individuel;2018;Non;;non;;Oui;2009;Non;;;Non;;"Augmentationdelatemperature(pluschaude);Deplacementdelasaisondespluies";Non;;Oui,jesaisqueçafaitmal;8ans;Augmentationaucoursdes5dernieresannees;Aucun;Pertedeproduction;Oui;"Secheressedescultures;invasionderavageurs;malaise(forteodeur,mauxdetete,vomissements).";Maladiepulmonairechronique(asthme,tuberculose,bronchite,pneumonie)Mauxdeteteconstants;Non;Qu'ilsrestentdansunecommunauteruraleavecuneautreactivite;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;moyen;moyen;moyen;bon;mauvais;mauvais;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationaempire;C'estlamemechose;Lasituationaempire;Lasituationaempire;Ilserenforcera;Lasituationvaempirer;Ilserenforcera
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Non;Participer;Participer;Participer;Non;Personnenetravailleendehorsdulotissement;"Plantation;Paturage;Fermeoucourdeproduction";Jenecollectionnepas;;Jamais;Jamais;Jamais;Avant,maisplusmaintenant;Celan'apasfonctionne;Oui;Non;;;Banane,Farine;Farine;Venteauxintermediaires;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manquedemain-d'œuvre";;Difficultesd'accesauxmarches;;Non;;;Reçud'achat;Oui,individuel;2016;Non;;oui;2019;Oui;2019;Oui;;;Non;;"Augmentationdelatemperature(pluschaude);Moinsdepluie";Non;;Ilnepeutpasdire;;;Aucun;Aucun;Non;;Iln'avaitpas;Non;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;moyen;moyen;moyen;bon;bon;bon;mauvais;C'estlamemechose;C'estlamemechose;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Lasituationvaempirer;Ilnechangerapas;Ilnechangerapas
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Unautreparent;Participer;Non;Non;Participer;Participer;Participer;Non;Personnenetravailleendehorsdulotissement;"Plantation;Paturage;Fermeoucourdeproduction";Jenecollectionnepas;Quelquesfoisparmois;Jamais;Jamais;Tousles2-3mois;Utilisation;;Oui;Oui;Culturedelabanane;Depuisle;Banane;Banane;Ventelorsd'unefoiremunicipale;Non;Entre0,5et1salaireminimum;Jusqu'a0,5salaireminimum;"Ressourcesfinancieres;manquedemain-d'œuvre";;Difficultesd'accesauxmarches;Fleurd'amazone;Non;;;Titularisation;Oui,individuel;2000;Non;;oui;2018;Non;;Oui;Rizetharicots;Progresdel'agro-industrie;Oui;Culturedelabanane;Augmentationdelatemperature(pluschaud);Non;;Non;;;Aucun;Aucun;Non;;Iln'avaitpas;Vousnesavezpas;Partiralarecherched'unemploienville;Jeveuxcontinuerarenforcerlesactivitesdulot;mauvais;mauvais;moyen;bon;bon;moyen;moyen;C'estlamemechose;Amelioree;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Vousnesavezpas;Lasituationvaempirer
B3S?oRaimundo;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;"Conjoint/partenaire/partenaire;Fils,fille";Participer;Non;Participer;Participer;Non;Non;Non;Personnenetravailleendehorsdulotissement;"Plantation;Paturage";Noix(babassu,andiroba,patauá,noixduBresil,muru-muru,etc.);;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;Oui;Culturedelabanane;Depuisle;;;;Non;Rien;Rien;Aucun;;Aucun;;Non;;;Licenceprofessionnelle(INCRA)-LO;Non;;Non;;non;;Oui;2019;Non;Riz;Ravageursenprogression;Non;;Augmentationdesprecipitations;Non;;Oui,jesaisqueçafaitmal;2ans;Augmentationaucoursdes5dernieresannees;Aucun;Dommagesgenerauxal'environnement;Non;;Iln'avaitpas;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;bon;bon;bon;moyen;moyen;Amelioree;Amelioree;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;Ilnechangerapas;Ilserenforcera;Vousnesavezpas
B4StGeorge;Enseignementprimaireincomplet;Plusde30ans;Participeauxactivitesagricolesdelafamille;Unautreparent;Participer;Non;Non;Participer;Non;Non;Participer;Personnenetravailleendehorsdulotissement;"Plantation;fermeproductiveouarriere-cour";Jenecollectionnepas;;Jamais;Jamais;Jamais;Jamaisutilise;;Oui;;;;Farine;Farine;Venteauxintermediaires;Non;Jusqu'a0,5salaireminimum;Rien;Manquedemain-d'œuvre;;Difficultesd'accesauxmarches;;Non;;;Titularisation;Oui,individuel;2019;Non;;non;;Non;;Oui;Riz;Ravageursenprogression;Non;;Augmentationdelatemperature(pluschaud);Non;;Ilnepeutpasdire;;;Emploi;Pertedeproduction;Non;;Iln'avaitpas;Oui;Poursuivrel'activiteagricole;Jeveuxcontinuerarenforcerlesactivitesdulot;bon;bon;bon;bon;bon;bon;bon;C'estlamemechose;C'estlamemechose;Amelioree;Amelioree;C'estlamemechose;C'estlamemechose;C'estlamemechose;Vousnesavezpas;Vousnesavezpas;Ilnechangerapas
