Latitude,Longitude,Q_2.2_municipe,Q_2.2.1_zone,Q_3.1.3_genre,Q_3.1.4_Scolarite,Q_3.3.2_temps_communautes,Q_3.4.2_activites_professionnelles,Q_4.1.2.1_qui_habite,Q_4.4.1_participer_eglise,Q_4.4.1_participer_au_groupe_jeunes,Q_4.4.1_participe_groupe_femmes,Q_4.4.1_participer_syndicat,Q_4.4.1_participer_a_la_cooperation,Q_4.4.1_participer_a_la_communaute_associative,Q_4.4.1_participer_au_football_de_club,Q_4.5.1_revenu_travail_exterieur,Q_5.1.2_type_culture,Q_5.3.2_cueillette_produits_forestiers,Q_5.3.2_Produits forestiers a base de bois,Q_5.3.2_Produits a base de fibres forestieres,Q_5.3.2_Produits_forestiers_huiles_resines,Q_5.3.2_Produits_fruits_forestiers,Q_5.3.2_Produits_forestiers_chataignes,Q_5.3.2_Produits_forestiers,Q_5.3.2_Produits_forestiers_peche,Q_5.3.2_Produits_forestiers_autres,Q_5.3.2_Pas_de_collecte_de_produits_forestiers,Q_5.3.2.1_autres_collections_forestieres_quelles,Q_6.1.2_emploi_main_d'oeuvre,Q_6.1.3_salaires,Q_6.1.4.2_Insecticides_chimiques,Q_6.1.4.2_defensifs_naturels,Q_6.1.4.3_herbicide,Q_6.2.1_Produits_chimiques,Q_6.2.1.2_pourquoi_n'utiliser_plus_de_produits_chimiques,Q_6.2.1.2.1_autres_raisons_d'utiliser_des_produits_chimiques_nuisibles,Q_6.3.1_entendu_parler_agroecologie,Q_6_3₁_3_Pratique_de_l_agroecologie,Q_6.3.1.3.1_quelle_culture_agroecologie,Q_6.3.1.3.2_depuis_quand_pratique_agroecologie,Q_7.1.1.2_Produits_commerciaux,Q_7.1.1.2_produit principal,Q_7.1.1.2.3_forme_commercialisation,Q_7.1.1.3_certification,Q_7.2.1_revenu_agricole_bon_mois,Q_7.2.2_revenu_agricole_mois_difficile,Q_7.4.1_Principales_difficultes_de_production,Q_7.4.1.1_autres_difficultes_de_production,Q_7.4.2_principales_difficultes_de_la_commercialisation,Q_7.4.2.1_Autres_difficultes_de_commercialisation,Q_7.5.1.2_credit,Q_7.6.1_Technique_d'assistance_a_la_visite,Q_7.6.2_D'où viennent les techniciens ?,Q_7.6.2.1_Autres techniciens qui,Q_7.6.3_frequence_visites,Q_8.1.2_titre du bien,Q_8.1.4_enregistrement_environnemental_CAR,Q_8.1.5_annee_CAR,Q_8.4.1_nouvelles_terres,Q_8.4.1.4_prix,Q_8.5.1_evenement de terrain,Q_8.5.2_refu_proposition_achat_refuse,Q_8.5.2.1_annee_proposition_achat,Q_8.5.3_campagne_ne_vend_pas_ta_terre,Q_9.1.1.2_abandon de la culture,Q_9.1.1.3_pourquoi_abandonner,Q_9.2.1_nouvelles_activites,Q_9.2.1.2_quelles_nouvelles_activites,Q_9.3.1_Changement_du_climat,Q_9.3.1.1_Autres_changements_qui,Q_9.3.1.4_assechement_source,Q_9.3.1.5_Sources d'eau de sechage,Q_9.3.1.6_quand_assechement,Q_9.4.1_Changes_apres_soja,Q_9.4.1.2_quand_changements,Q_9.4.1.3_quand_changements_lies_soja,Q_9.4.1.4_changements_positifs_soja,Q_9.4.1.4.1_autres_ameliorations_quoi,Q_9.4.1.5_changements_negatifs_soja,Q_9.4.1.5.1_Autres_pertes_de_soja_apportees_qui,Q_9.4.2_atteint_pour_la_pulverisation_des_pesticides,Q_9.4.2.3_commentaire_pesticides_impactant,Q_9.4.2.4_problemes_sante_lies_pulverisations,Q_9.4.2.4.1_autres_problemes_de_sante_pulverisations_qual,Q_9.5.1_enfants_veulent_continuer_leur_activite_agricole,Q_9.5.1.2_quel_futur_veulent_pour_les_enfants,Q_9.5.2_quel_futur_5_ans,Q_9.6.1_situation_communautaire_sante,Q_9.6.1_situation_communaute_education,Q_9.6.1_situation_communaute_production_agricole,Q_9.6.1_situation_communaute_route_transport,Q_9.6.1_situation_communaute_liens_sociaux,Q_9.6.1_situation_communaute_relations_autres_acteurs_dont_soja,Q_9.6.1_situation_communaute_pouvoirs_publics,Q_9.6.2_changements_15ans_sante,Q_9.6.2_changements_15ans_education,Q_9.6.2_changements_15ans_production_agricole,Q_9.6.2_changements_15ans_transport_route,Q_9.6.2_changements_15ans_liens_sociaux,Q_9.6.2_changements_15ans_acteurs_exterieurs,Q_9.6.2_changements_15ans_pouvoirs_publics,Q_9.6.3_situation_agricole_familiale,Q_9.6.3_situation_communaute_si_continue,Q_9.6.3_situation_soja_si_continue,Q_10_age,Q_11_Dist_soja,@2.1GPS point d'interview location_altitude,,,,,,,,,,,,,,,,,
-2.55226597,-54.7504249,Santarem,S1 Cipoal,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,"Participe aux activites agricoles de la famille ; Vend les produits de la communaute a l'etranger (vendeur sur le marche, intermediaire)","Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Non,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation , Legumes , Ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Farine,Farine,Vente aux intermediaires,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Exces d'eau/inondations ; deplacement de la saison des pluies ; ravageurs, maladies, insectes ; ressources financieres", ,Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire , Difficulte a se conformer a la reglementation sanitaire, ,Aucun,Non, , , ,Autres,Non, ,Non, ,non,Non, ,Non, , ,Oui,Legumes,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal", ,Augmentation au cours des 5 dernieres annees,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'agriculture , etudier au niveau universitaire,Je veux continuer a renforcer les activites du lot,moyen,moyen,bon,moyen,bon,bon,mauvais,Amelioree,Amelioree,C'est la meme chose,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,Il se renforcera,Il se renforcera,Il se renforcera,36,"1559,37052",160,,,,,,,,,,
-3.12807111,-54.97703486,Belterra,B4 St George,Homme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Autre parent",Participer,Non,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Roça , Sitio ou arriere-cour productive , Autres plantations seules (monoculture),"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais, ,Jamais utilise, , ,Non, , , ,"Chataignes,Farine,Poivre noir",Farine,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Ressources financieres , manque d'assistance technique, ,Aucun, , ,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2016, , ,non,Non, ,Non,Riz et haricots,Ravageurs au moment de la plantation et sols fragiles,Oui,Poivre noir,Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Aucun, ,Oui,Les ravageurs qui envahissent vos cultures,Maux de tete constants, ,Vous ne savez pas,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,bon,moyen,bon,bon,bon, ,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose, ,Vous ne savez pas,Vous ne savez pas,Il se renforcera,40,"1119,08207",81,,,,,,,,,,,,,
-3.13428128,-54.93858918,Belterra,B4 St George,Femme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Fils, fille",Participer,Participer,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , , , , , ,Vous ne savez pas,Vous ne savez pas,Ressources financieres, , , , ,Non, , , ,Titularisation,Non, , , ,non,Non, ,Non, , ,Non, ,Moins de pluie, , , , ,Il ne peut pas dire, , ,Aucun, ,Aucun, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,bon,moyen,bon,bon,La situation a empire,C'est la meme chose,C'est la meme chose,Amelioree, , ,C'est la meme chose,Vous ne savez pas,Vous ne savez pas,Vous ne savez pas,48, ,100,,,,,,,,,,,,,,,
-3.1568767,-54.94677481,Belterra,B4 St George,Femme,Diplome d'etudes secondaires,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Non,Non,Non,Non,Non,Non,Participer,Jusqu'a un salaire minimum,Plantation , ferme productive ou arriere-cour, , , , , , , , , , , ,Quelques fois par mois, ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Autres,Absence de licences pour l'abattage du bois,Manque de moyens de transport adequats, ,Fleur d'amazone,Oui,Representants des ventes de produits agricoles, ,Une fois par an,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2017, , ,non,Non, ,Non,Pasteque,Parce que le sol est propice a la production,Non, ,Augmentation de la temperature (plus chaud), , , , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Dommages generaux a l'environnement, ,Non, ,Il n'avait pas, ,Vous ne savez pas,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,bon,moyen,bon,bon,bon,moyen,Amelioree,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,La situation va empirer,Vous ne savez pas,Il se renforcera,28,"449,50239",93,,,,,,,,,,,,,,,
-2.91058771,-54.8683403,Belterra,B3 Săo Raimundo,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Petit-enfant/petite-fille",Participer,Non,Non,Non,Non,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,1 ou 2 fois par an, ,1 ou 2 fois par an,Utilisation, , ,Non, , , ,Farine,Farine,"Vente aux intermediaires, Vente dans les foires municipales",Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , sol faible/degradation, ,Autres, , ,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2017,Non, ,non,Non, ,Oui,Riz et haricots,Les terres sont devenues peu productives,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie, ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Emploi, ,Perte de production, ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,mauvais,moyen,moyen,moyen,moyen,bon, ,Amelioree,Amelioree,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose, ,Il se renforcera,La situation va empirer,Il se renforcera,47,"310,30813",71,,,,,,,,,,,,,,
-2.91555791,-54.87105986,Belterra,B3 Săo Raimundo,Homme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Participer,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,Je ne collectionne pas,0,0,0,0,0,0,0,0,1, , , ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse , Ressources financieres , Manque de main-d'œuvre, ,Difficultes d'acces aux marches, ,Fleur d'amazone,Oui,Autres, ,Une fois par an,Titularisation,Non, ,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie, , , , ,"Oui, je pense qu'il a apporte des ameliorations",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Dommages generaux a l'environnement, ,Oui,"Malaise (odeur forte, maux de tete, vomissements)",Il n'avait pas, ,Oui,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,mauvais,bon,bon,bon, ,La situation a empire,C'est la meme chose,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose, ,La situation va empirer,Il ne changera pas,Il se renforcera,33,"22,75389",58,,,,,,,,,,,,
-2.92051379,-54.87391354,Belterra,B3 Săo Raimundo,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Participer,Participer,Participer,Non,Non,Personne ne travaille en dehors du lotissement,Plantation , paturage , ferme productive ou arriere-cour , autres plantations seules (monoculture),Je ne collectionne pas,0,0,0,0,0,0,0,0,1, ,Quelques fois par mois, ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,"Banane,Farine",Farine,Vente lors d'une foire municipale,Non,Plus de 1 a 3 salaires minimums,"Entre 0,5 et 1 salaire minimum",Periode de secheresse , sols fragiles/degradation , manque de main-d'œuvre, ,Manque d'assistance technique au marche , Autres, ,Pronaf B,Non, , , ,Titularisation,"Oui, individuel",2018,Non, ,non,Oui,2019,Oui,Forage,Incendie,Oui,Patates douces,Augmentation de la temperature (plus chaude) , Moins de pluie, ,Non, , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Aucun, ,Perte de production , dommages generaux a l'environnement, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville,Autres,bon,mauvais,moyen,mauvais,bon,bon, ,La situation a empire,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,Vous ne savez pas,La situation va empirer,Il se renforcera,57,"300,50405",56,,,,,,,,,
-3.19690427,-54.9570785,Belterra,B4 St George,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire ; Fils, fille ; Petit-enfant/petite-fille",Participer,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par an, ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Farine,Farine,Vente lors d'une foire municipale,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum",Ressources financieres , manque de main-d'œuvre , manque d'assistance technique, ,Manque de moyens de transport adequats, , ,Non, , , ,Titularisation,"Oui, individuel",2019,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, , , , ,"Oui, je sais que ça fait mal",16 ans,C'est comme ça depuis 15 ans,Autres,0 prix abandonne,Perte de production , dommages generaux a l'environnement, ,Oui,Les ravageurs qui envahissent vos cultures,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville , Aller a l'universite,Je veux continuer a renforcer les activites du lot,bon,bon,mauvais,mauvais,bon,bon, ,La situation a empire,Amelioree,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose, ,La situation va empirer,La situation va empirer,Vous ne savez pas,58,"1392,80514",119,,,,,,,,,,,,
-3.18735634,-54.95502805,Belterra,B4 St George,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Non,Non,Personne ne travaille en dehors du lotissement,Cultures intercalaires , Paturages , Autres plantations seules (monoculture),"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Oui, , , , , , , ,Vous ne savez pas,Vous ne savez pas,Aucun, ,Aucun, , ,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2008, , ,non,Non, ,Non, , ,Non, , , ,Non, , ,Il ne peut pas dire, , ,Emploi, ,Aucun, ,Non, ,Il n'avait pas, ,Oui,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,moyen, , ,bon,bon,bon,bon,Amelioree,Amelioree, , ,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il ne changera pas,La situation va empirer,62, ,139,,,,,,,,,,,,,,,
-3.20135752,-54.98754025,Belterra,B4 St George,Femme,Enseignement primaire incomplet,Entre 15 et 30 ans,Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Non,Participer,Non,Non,Non,Jusqu'a un salaire minimum,Plantation , ferme productive ou arriere-cour, , , , , , , , , , , , , ,Jamais,Jamais,Jamais,Jamais utilise, , ,Non, , , ,Manioc,Manioc,Autres,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Exces d'eau/inondations , sols fragiles/degradation , manque de main-d'œuvre, ,Mauvais etat des routes , manque de transport adequat , difficultes d'acces aux marches, ,Fleur d'amazone,Non, , , ,Titularisation,Non, ,Non, ,non,Oui,2019,Oui, , ,Non, ,Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",15 ans,Augmentation au cours des 10 dernieres annees , Augmentation au cours des 5 dernieres annees,Aucun, ,Perte de production, ,Oui,Sechage des cultures,Il n'avait pas, ,Non,Qu'ils restent dans une communaute rurale avec une autre activite,Qu'ils partent a la recherche d'un emploi en ville,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,mauvais,mauvais,moyen,mauvais,bon,mauvais,mauvais,La situation a empire,La situation a empire,La situation a empire,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,Vous ne savez pas,La situation va empirer,Vous ne savez pas,49,"4725,45467",107,,,,,,,,,
-2.75302684,-54.80911388,Mojuí dos Campos,M4 PA Jabuti,Homme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, ,Quelques fois par mois, ,Tous les 2-3 mois,Tous les 2-3 mois,1 ou 2 fois par an,Utilisation, , ,Oui,Non, , ,Farine,Farine,"Vente aux intermediaires, Vente dans les foires municipales",Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; Temperature ; Sol faible/degradation ; Ravageurs, maladies, insectes ; Ressources financieres ; Manque de main-d'œuvre ; Manque d'assistance technique ; Contamination par les pesticides", ,Mauvais etat des routes , Absence de transport adequat , Autre, ,Fleur d'amazone,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, collectif", ,Non, ,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",20 ans,C'est comme ça depuis 15 ans,Aucun, ,Perte de production , changement climatique , dommages generaux a l'environnement, ,Oui,"Les parasites envahissent vos cultures ; Malaise (forte odeur, maux de tete, vomissements)",Il n'avait pas, ,Non,Qu'ils poursuivent des etudes superieures,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,moyen,moyen,moyen,bon,Amelioree,Amelioree,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Amelioree,La situation va empirer,La situation va empirer,Il se renforcera,39,"431,1841",79,,,,,,,,,,,,,
-2.80182201,-54.79981671,Mojuí dos Campos,M4 PA Jabuti,Homme,Enseignement primaire incomplet,Plus de 30 ans,Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Participer,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, , , ,1 ou 2 fois par an,Jamais,Jamais,Utilisation, , ,Non, , , ,Farine,Farine,Ventes communautaires,Non,"Jusqu'a 0,5 salaire minimum","Jusqu'a 0,5 salaire minimum",Periode de secheresse, ,Autres, , ,Non, , , ,Titularisation,Non, ,"Oui, je l'ai fait",13 mille,non,Non, ,Oui, , ,Non, ,Augmentation de la temperature (plus chaude) , Moins de pluie , Deplacement de la saison des pluies, ,Non, , ,"Oui, je sais que ça fait mal",15 ans,C'est comme ça depuis 15 ans,"Amelioration de l'acces aux intrants agricoles (semences, produits chimiques, engrais)", ,"Degradation de la qualite de l'eau (iguarapę, puits) ; Changement climatique ; Degradation generale de l'environnement", ,Non, ,Il n'avait pas, ,Non,Partir a la recherche d'un emploi en ville,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,moyen,bon,mauvais,mauvais,Amelioree,C'est la meme chose,C'est la meme chose,La situation a empire,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,La situation va empirer,Il se renforcera,61,"284,15369",61,,,,,,,,,,,,,,
-2.7540735,-54.80879361,Mojuí dos Campos,M4 PA Jabuti,Homme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,Conjoint/partenaire/partenaire,Participer,Non,Participer,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, ,Quelques fois par mois, ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Oui,Non, , ,Farine,Farine,Vente aux intermediaires,Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; temperature ; sols fragiles/degradation ; ravageurs, maladies, insectes ; ressources financieres ; manque de main-d'œuvre ; manque d'assistance technique", ,Mauvais etat des routes , Absence de transport adequat , Autre, ,Fleur d'amazone,Non, , , ,Titre definitif (INCRA ou ITERPA),"Oui, individuel",2017,Non, ,non,Non, ,Non, , ,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",10 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,Perte de production, ,Oui,"Secheresse des cultures ; invasion de ravageurs ; malaise (forte odeur, maux de tete, vomissements).",Il n'avait pas, ,Sans objet (si vous n'avez pas d'enfant), ,Je veux continuer a renforcer les activites du lot,moyen,moyen,moyen,moyen,bon,moyen,moyen,C'est la meme chose,C'est la meme chose,C'est la meme chose,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il se renforcera,Il se renforcera,38,"544,2969",81,,,,,,,,,,,,,,,
-2.61601469,-54.60811404,Santarem,S2 Debut de Curuá Una,Femme,ecole secondaire incomplete,Plus de 30 ans,Participe aux activites agricoles de la famille,"Fils, fille",Participer,Non,Non,Non,Participer,Non,Non,Vous ne savez pas,Ferme ou jardin productif,"Noix (babassu, andiroba, patauá, noix du Bresil, muru-muru, etc.)",0,0,0,0,1,0,0,0,0, , , ,Tous les 2-3 mois,Jamais, ,Jamais utilise, , ,Oui,Oui,Fruits.,30 ans,Farine,Farine,"Vente aux intermediaires, Vente dans les foires municipales",Non,"Jusqu'a 0,5 salaire minimum",Vous ne savez pas,Aucun, ,Aucun, ,Aucun,Non, , , ,Titre definitif (INCRA ou ITERPA),Non, ,"Oui, j'en ai herite", ,non,Non, ,Non,Poivre noir.,En raison de l'ete,Non, ,Augmentation de la temperature (plus chaude) , Augmentation des precipitations, ,Non, , ,"Oui, je sais que ça fait mal",19 ans,C'est comme ça depuis 15 ans,Aucun, ,"Perte de production ; deterioration de la qualite de l'eau (iguarapę, puits) ; deterioration de la sante des familles ; changement climatique ; dommages generaux causes a l'environnement.", ,Oui,"Secheresse du jabot ; malaise (forte odeur, maux de tete, vomissements)",Maux de tete constants, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,moyen,bon,moyen,mauvais,bon,bon,moyen,La situation a empire,Amelioree,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,C'est la meme chose,Il ne changera pas,Il ne changera pas,Il se renforcera,57,"47,89552",130,,,,,,,,,,,,,,,,
-2.82688524,-54.74650989,Mojuí dos Campos,M4 PA Jabuti,Femme,Enseignement primaire incomplet,Je suis ne(e) ici/j'ai grandi ici/je suis arrive(e) ici pendant mon enfance (jusqu'a l'age de 18 ans),Participe aux activites agricoles de la famille,"Conjoint/partenaire/partenaire ; Fils, fille",Participer,Non,Non,Participer,Non,Non,Participer,Personne ne travaille en dehors du lotissement,Plantation , ferme productive ou arriere-cour,"Fruits (açaí, buriti, bacaba, piquia, etc.) ; noix (babaçu, andiroba, patauá, castanha-do-pará, muru-muru, etc.)",0,0,0,1,1,0,0,0,0, , , ,1 ou 2 fois par an,Jamais,1 ou 2 fois par an,Utilisation, , ,Non, , , ,Farine,Farine,"Vente aux intermediaires, Vente dans les foires municipales",Non,"Entre 0,5 et 1 salaire minimum","Jusqu'a 0,5 salaire minimum","Periode de secheresse ; sols fragiles/degradation ; ravageurs, maladies, insectes ; ressources financieres ; manque de main-d'œuvre", ,Mauvais etat des routes , Absence de transport adequat , Autre, , ,Non, , , ,Reçu d'achat,Non, ,Non, ,non,Oui,2017,Oui,Pasteque,Parce que le sol est faible et ne produit pas plus.,Non, ,Augmentation de la temperature (plus chaud), ,Non, , ,"Oui, je sais que ça fait mal",10 ans,Elle s'est developpee au cours des dix dernieres annees,Aucun, ,"Degradation de la qualite de l'eau (iguarapę, puits)", ,Non, ,Il n'avait pas, ,Oui,Poursuivre l'activite agricole,Je veux continuer a renforcer les activites du lot,bon,bon,moyen,mauvais,bon,bon,moyen,La situation a empire,Amelioree,La situation a empire,La situation a empire,C'est la meme chose,Amelioree,Amelioree,La situation va empirer,La situation va empirer,Il se renforcera,42,"860,08659",62,,,,,,,,,,,,,,
